file_name,volume_rate
br01_001.json,0.828843
br01_002.json,0.859383
br01_003.json,0.638762
br01_004.json,0.810994
br01_005.json,0.696313
br01_006.json,0.792468
br01_007.json,0.807712
br01_008.json,0.820673
br01_009.json,0.702487
br01_010.json,0.828192
br01_011.json,0.771632
br01_012.json,0.776124
br01_013.json,0.859801
br01_014.json,0.768694
br01_015.json,0.77704
br01_016.json,0.766235
br01_017.json,0.7727
br01_018.json,0.840663
br01_019.json,0.846358
br01_020.json,0.791947
br01_021.json,0.851474
br01_022.json,0.725569
br01_023.json,0.798772
br01_024.json,0.736278
br01_025.json,0.685702
br01_026.json,0.684903
br01_027.json,0.768548
br01_028.json,0.745263
br01_029.json,0.73208
br01_030.json,0.852839
br01_031.json,0.732928
br01_032.json,0.821183
br01_033.json,0.857745
br01_034.json,0.877837
br01_035.json,0.760649
br01_036.json,0.790792
br01_037.json,0.865188
br01_038.json,0.806792
br01_039.json,0.868452
br01_040.json,0.825573
br01_041.json,0.774926
br01_042.json,0.803267
br01_043.json,0.787808
br01_044.json,0.695684
br01_045.json,0.854597
br01_046.json,0.85538
br01_047.json,0.820759
br01_048.json,0.721085
br01_049.json,0.798337
br01_050.json,0.851008
br01_051.json,0.730685
br01_052.json,0.886042
br01_053.json,0.752973
br01_054.json,0.751356
br01_055.json,0.765603
br01_056.json,0.76609
br01_057.json,0.740105
br01_058.json,0.648292
br01_059.json,0.74856
br01_060.json,0.72433
br01_061.json,0.746719
br01_062.json,0.81512
br01_063.json,0.683178
br01_064.json,0.830343
br01_065.json,0.796341
br01_066.json,0.682547
br01_067.json,0.737892
br01_068.json,0.725058
br01_069.json,0.738625
br01_070.json,0.746162
br01_071.json,0.589267
br01_072.json,0.760965
br01_073.json,0.714185
br01_074.json,0.819345
br01_075.json,0.71719
br01_076.json,0.764493
br01_077.json,0.868997
br01_078.json,0.782895
br01_079.json,0.827868
br01_080.json,0.821436
br01_081.json,0.786255
br01_082.json,0.740242
br01_083.json,0.73969
br01_084.json,0.516351
br01_085.json,0.909642
br01_086.json,0.775966
br01_087.json,0.866023
br01_088.json,0.729791
br01_089.json,0.699617
br01_090.json,0.699519
br01_091.json,0.863167
br01_092.json,0.800199
br01_093.json,0.779798
br01_094.json,0.788803
br01_095.json,0.762477
br01_096.json,0.831305
br01_097.json,0.844949
br01_098.json,0.687807
br01_099.json,0.828169
br01_100.json,0.777726
br02_001.json,0.7646
br02_002.json,0.848338
br02_003.json,0.769401
br02_004.json,0.775324
br02_005.json,0.810752
br02_006.json,0.87071
br02_007.json,0.78419
br02_008.json,0.757171
br02_009.json,0.769977
br02_010.json,0.858619
br02_011.json,0.786483
br02_012.json,0.807256
br02_013.json,0.897387
br02_014.json,0.780059
br02_015.json,0.811469
br02_016.json,0.838506
br02_017.json,0.799988
br02_018.json,0.780006
br02_019.json,0.79949
br02_020.json,0.79626
br02_021.json,0.787377
br02_022.json,0.757858
br02_023.json,0.62425
br02_024.json,0.704772
br02_025.json,0.801764
br02_026.json,0.828656
br02_027.json,0.815467
br02_028.json,0.762405
br02_029.json,0.770278
br02_030.json,0.788418
br02_031.json,0.632486
br02_032.json,0.831323
br02_033.json,0.870398
br02_034.json,0.807592
br02_035.json,0.833213
br02_036.json,0.776158
br02_037.json,0.799807
br02_038.json,0.812828
br02_039.json,0.880438
br02_040.json,0.776553
br02_041.json,0.784376
br02_042.json,0.732124
br02_043.json,0.818179
br02_044.json,0.698808
br02_045.json,0.78271
br02_046.json,0.7657
br02_047.json,0.757445
br02_048.json,0.806629
br02_049.json,0.866241
br02_050.json,0.806212
br02_051.json,0.764074
br02_052.json,0.783146
br02_053.json,0.79439
br02_054.json,0.764198
br02_055.json,0.74256
br02_056.json,0.820211
br02_057.json,0.757914
br02_058.json,0.743622
br02_059.json,0.770001
br02_060.json,0.668926
br02_061.json,0.754497
br02_062.json,0.753957
br02_063.json,0.736673
br02_064.json,0.756293
br02_065.json,0.778598
br02_066.json,0.792237
br02_067.json,0.769914
br02_068.json,0.849321
br02_069.json,0.745931
br02_070.json,0.722918
br02_071.json,0.75208
br02_072.json,0.771512
br02_073.json,0.740483
br02_074.json,0.767978
br02_075.json,0.756733
br02_076.json,0.806468
br02_077.json,0.824823
br02_078.json,0.795688
br02_079.json,0.775029
br02_080.json,0.715543
br02_081.json,0.824226
br02_082.json,0.758444
br02_083.json,0.768473
br02_084.json,0.562314
br02_085.json,0.806173
br02_086.json,0.77282
br02_087.json,0.829819
br02_088.json,0.756202
br02_089.json,0.722529
br02_090.json,0.750163
br02_091.json,0.872075
br02_092.json,0.772538
br02_093.json,0.641055
br02_094.json,0.812605
br02_095.json,0.70812
br02_096.json,0.801391
br02_097.json,0.807117
br02_098.json,0.762921
br02_099.json,0.861805
br02_100.json,0.79133
br03_001.json,0.759844
br03_002.json,0.811951
br03_003.json,0.818145
br03_004.json,0.816317
br03_005.json,0.80069
br03_006.json,0.792421
br03_007.json,0.784972
br03_008.json,0.743469
br03_009.json,0.723112
br03_010.json,0.805552
br03_011.json,0.777549
br03_012.json,0.771958
br03_013.json,0.817395
br03_014.json,0.8128
br03_015.json,0.793252
br03_016.json,0.816965
br03_017.json,0.712803
br03_018.json,0.750122
br03_019.json,0.836914
br03_020.json,0.773241
br03_021.json,0.7747
br03_022.json,0.803989
br03_023.json,0.781595
br03_024.json,0.765718
br03_025.json,0.629695
br03_026.json,0.765784
br03_027.json,0.853434
br03_028.json,0.753439
br03_029.json,0.75341
br03_030.json,0.784303
br03_031.json,0.691472
br03_032.json,0.807933
br03_033.json,0.855552
br03_034.json,0.843704
br03_035.json,0.82405
br03_036.json,0.861936
br03_037.json,0.870216
br03_038.json,0.7875
br03_039.json,0.786007
br03_040.json,0.7795
br03_041.json,0.830207
br03_042.json,0.796987
br03_043.json,0.833178
br03_044.json,0.786231
br03_045.json,0.803871
br03_046.json,0.771456
br03_047.json,0.766431
br03_048.json,0.7987
br03_049.json,0.83215
br03_050.json,0.856833
br03_051.json,0.757188
br03_052.json,0.814383
br03_053.json,0.73654
br03_054.json,0.814175
br03_055.json,0.710382
br03_056.json,0.807512
br03_057.json,0.821799
br03_058.json,0.839346
br03_059.json,0.78124
br03_060.json,0.710115
br03_061.json,0.797307
br03_062.json,0.811628
br03_063.json,0.765355
br03_064.json,0.757015
br03_065.json,0.796971
br03_066.json,0.83538
br03_067.json,0.793264
br03_068.json,0.818449
br03_069.json,0.758726
br03_070.json,0.749756
br03_071.json,0.741375
br03_072.json,0.807315
br03_073.json,0.776349
br03_074.json,0.770629
br03_075.json,0.776691
br03_076.json,0.784972
br03_077.json,0.73761
br03_078.json,0.799293
br03_079.json,0.790216
br03_080.json,0.692244
br03_081.json,0.796704
br03_082.json,0.773564
br03_083.json,0.790273
br03_084.json,0.660147
br03_085.json,0.808773
br03_086.json,0.77874
br03_087.json,0.854287
br03_088.json,0.662717
br03_089.json,0.688608
br03_090.json,0.770644
br03_091.json,0.856256
br03_092.json,0.794673
br03_093.json,0.673103
br03_094.json,0.805205
br03_095.json,0.794528
br03_096.json,0.81661
br03_097.json,0.80504
br03_098.json,0.738395
br03_099.json,0.832765
br03_100.json,0.830132
br04_001.json,0.659914
br04_002.json,0.775393
br04_003.json,0.79947
br04_004.json,0.7328
br04_005.json,0.817262
br04_006.json,0.812417
br04_007.json,0.791773
br04_008.json,0.755543
br04_009.json,0.693101
br04_010.json,0.844787
br04_011.json,0.771646
br04_012.json,0.803285
br04_013.json,0.795448
br04_014.json,0.815237
br04_015.json,0.799541
br04_016.json,0.786616
br04_017.json,0.818942
br04_018.json,0.590992
br04_019.json,0.77711
br04_020.json,0.751241
br04_021.json,0.724037
br04_022.json,0.831048
br04_023.json,0.78444
br04_024.json,0.772706
br04_025.json,0.618322
br04_026.json,0.674057
br04_027.json,0.776157
br04_028.json,0.831149
br04_029.json,0.786257
br04_030.json,0.811793
br04_031.json,0.695695
br04_032.json,0.749609
br04_033.json,0.826511
br04_034.json,0.782917
br04_035.json,0.792732
br04_036.json,0.784092
br04_037.json,0.849771
br04_038.json,0.702106
br04_039.json,0.853976
br04_040.json,0.718385
br04_041.json,0.844043
br04_042.json,0.800755
br04_043.json,0.853779
br04_044.json,0.739681
br04_045.json,0.727916
br04_046.json,0.793306
br04_047.json,0.727199
br04_048.json,0.800589
br04_049.json,0.709802
br04_050.json,0.817642
br04_051.json,0.752108
br04_052.json,0.797585
br04_053.json,0.774786
br04_054.json,0.814113
br04_055.json,0.691246
br04_056.json,0.811298
br04_057.json,0.768789
br04_058.json,0.833876
br04_059.json,0.772779
br04_060.json,0.747151
br04_061.json,0.795539
br04_062.json,0.833322
br04_063.json,0.792323
br04_064.json,0.769691
br04_065.json,0.824342
br04_066.json,0.854488
br04_067.json,0.761601
br04_068.json,0.78218
br04_069.json,0.803319
br04_070.json,0.759647
br04_071.json,0.729378
br04_072.json,0.850579
br04_073.json,0.74716
br04_074.json,0.694478
br04_075.json,0.813818
br04_076.json,0.813253
br04_077.json,0.789711
br04_078.json,0.738608
br04_079.json,0.789546
br04_080.json,0.68899
br04_081.json,0.782474
br04_082.json,0.792136
br04_083.json,0.77124
br04_084.json,0.768281
br04_085.json,0.852528
br04_086.json,0.79532
br04_087.json,0.833205
br04_088.json,0.685308
br04_089.json,0.692613
br04_090.json,0.791284
br04_091.json,0.848475
br04_092.json,0.74677
br04_093.json,0.683647
br04_094.json,0.809555
br04_095.json,0.75161
br04_096.json,0.857579
br04_097.json,0.805163
br04_098.json,0.795234
br04_099.json,0.836428
br04_100.json,0.85611
br05_001.json,0.708203
br05_002.json,0.818078
br05_003.json,0.727356
br05_004.json,0.788978
br05_005.json,0.84749
br05_006.json,0.821018
br05_007.json,0.786309
br05_008.json,0.717391
br05_009.json,0.766895
br05_010.json,0.800092
br05_011.json,0.786293
br05_012.json,0.765819
br05_013.json,0.85812
br05_014.json,0.826806
br05_015.json,0.789883
br05_016.json,0.785179
br05_017.json,0.848001
